id_bh,label
107004180,5
107008065,5
107008164,4
107008311,6
107010228,2
107011736,2
107013374,2
107015182,4
107018774,4
107023841,2
107026675,4
107031344,4
107032076,5
107035448,6
107035450,2
107036244,4
107038163,2
107038365,3
107039691,5
107041220,2
107045434,4
107045868,2
107049774,2
107050657,2
107050919,5
107054159,2
107055790,2
107057002,6
107061994,3
107062112,5
107064400,2
107064443,2
107066341,6
107068085,3
107070071,5
107070917,2
107071510,4
107074046,5
107075298,4
107076328,5
107079287,2
107080429,5
107083382,5
107083910,4
107084371,4
107086044,2
107086122,6
107088325,3
107090448,3
107091085,5
107095052,5
107095057,4
107097757,5
108009366,4
108012487,2
108012704,2
108012859,3
108015503,5
108016489,4
108016967,6
108025291,4
108026971,4
108028094,4
108029120,4
108037647,2
108044686,2
108044692,2
108046184,5
108049082,5
108050479,4
108051587,2
108052432,2
108053030,3
108054073,4
108056572,4
108059190,5
108061544,2
108063504,4
108064121,5
108066068,2
108068272,6
108069633,2
108069777,6
108069886,3
108070185,4
108071850,2
108073351,4
108073924,4
108074123,4
108074679,2
108079374,2
108080424,4
108082272,4
108083171,2
108084113,4
108084796,4
108090470,5
108090983,2
108090987,2
108090991,2
108093416,5
108094435,2
108096983,2
109005176,2
109007007,6
109007974,2
109008592,4
109013139,2
109013520,5
109017763,2
109018400,2
109019701,2
109023497,5
109025913,5
109027219,6
109027960,2
109028486,2
109028734,4
109028983,5
109030084,2
109030100,4
109031250,3
109031429,4
109033949,2
109034393,3
109034627,2
109035920,2
109036863,2
109042894,3
109043439,6
109045168,4
109046247,2
109047232,5
109049932,4
109051030,2
109052714,2
109053330,3
109059409,4
109059433,5
109060291,5
109062305,5
109063218,4
109064399,4
109064447,3
109068372,6
109068442,4
109071783,3
109072583,2
109074448,4
109075594,3
109076112,3
109076223,4
109080220,2
109080282,4
109086556,3
109086582,2
109086585,2
109086586,2
109086587,2
109086817,3
109087473,5
109087593,5
109087594,3
109089013,4
109093318,4
109093700,3
109093789,2
109094519,2
109095829,4
109096253,2
109096302,2
109096522,2
109096523,2
109097593,2
109097597,2
109097702,3
109097765,2
109099666,4
109100051,2
109100052,2
109100053,2
109106780,5
109106793,4
109106977,4
109109579,4
109109775,2
109110021,2
109110137,2
109110513,4
109110683,2
109110869,2
109112658,4
109113240,5
109113586,2
109113873,5
109114915,2
109114975,3
109115040,2
109116891,4
109119085,5
109119315,5
109122639,5
109123179,6
109125498,2
109125500,2
109125501,2
109125502,2
109126168,2
109126985,4
109132143,2
109132442,4
109132867,4
109137104,2
109139981,6
109142399,2
109142422,2
109142649,2
109142653,2
109143226,5
109144847,2
109144954,1
109145019,6
110001461,4
110003707,5
110005555,4
110005560,4
110006986,5
110008050,4
110011960,4
110020109,5
110020258,4
110020263,4
110020561,4
110020757,4
110021016,3
110021089,3
110021279,4
110021622,4
110021623,2
110023016,2
110023041,2
110023144,2
110023364,2
110023410,2
110023834,2
110024364,2
110025886,6
110028096,2
110029117,2
110029539,2
110029556,2
110030761,3
110031099,2
110033294,5
110034606,4
110034750,5
110035101,4
110037124,5
110038240,3
110038414,2
110038643,2
110038803,6
110040326,3
110041374,2
110041681,4
110041921,5
110042216,4
110051259,5
110053162,5
110061375,4
110061607,5
110062332,4
110062416,6
110063789,4
110063814,4
110064906,4
110065335,4
110065406,3
110065463,2
110065464,2
110065565,6
110066732,4
110067194,2
110067767,6
110070124,2
110070642,2
110071589,4
110072383,6
110072832,6
110074904,4
110075170,4
110081520,2
110081845,2
110082320,2
110082739,2
110082886,6
110083149,4
110084048,3
110085301,2
110087322,5
110089494,2
110090060,4
110090061,4
110090360,2
110092094,4
110093781,3
110095710,2
110095872,5
110098118,3
110098648,4
110098793,2
110099125,2
110099222,4
110099225,2
110099537,2
110102229,4
110103901,4
110104492,3
110104749,3
110105335,3
110105350,3
110108550,6
110109930,4
110110864,5
110114850,4
110115026,4
110119917,4
110120115,2
110120751,4
110120898,2
110121010,2
110121161,2
110122244,2
110122303,3
110124232,3
110124935,3
110124973,2
110129278,5
110129386,4
110130671,2
110130969,2
110131979,5
110132054,3
110132986,2
110133437,3
110133944,2
110136218,4
110138109,5
110138247,3
110138303,2
110138458,5
110138644,2
110138795,4
110138998,2
110139258,2
110139410,2
110139618,4
110140100,2
110140358,2
110140596,2
110141825,2
110143482,2
110144539,5
110146481,4
110146909,4
110148475,5
110151300,2
110151494,2
110153158,3
110154336,2
110154339,2
110154388,2
110155470,2
110155593,2
110156935,4
110157101,2
110159424,5
110159567,3
110160450,4
110161816,2
110161823,4
110162030,4
110163018,4
110163025,2
110163782,6
110166773,6
110170580,2
110170911,2
110171422,2
110171504,2
110171921,2
110171922,2
110171929,4
110171933,2
110172088,6
110172178,6
110173074,2
110173187,2
110178074,6
110178312,5
110178395,2
110178581,6
110178985,4
110179580,2
110180410,6
110180575,3
110180772,2
110183843,6
110184695,6
110186566,6
110187322,2
110188749,4
111000208,4
111001739,6
111003776,4
111004255,3
111008277,4
111009539,2
111010225,4
111013656,4
111015305,4
111017948,2
111017950,4
111021511,4
111031621,2
111050745,4
111052092,4
111052437,6
111055216,4
111057717,2
111060337,2
111060515,4
111061466,2
111061566,5
111061650,2
111061923,2
111062016,2
111062078,2
111062519,2
111064706,6
111064880,6
111066064,4
111068298,6
111068459,5
111068808,2
111069100,2
111070519,2
111070561,4
111073414,2
111073963,2
111075051,4
111075086,4
111075426,4
111075614,2
111075686,3
111075961,2
111076508,4
111077026,6
111077184,2
111079789,6
111081375,2
111081735,2
111081781,2
111082344,2
111082790,4
111083072,2
111083074,2
111083080,2
111083092,2
111087053,4
111089146,2
111089865,4
111091912,2
111091914,2
111091976,4
111094823,2
111096437,2
111096545,4
111096854,2
111097070,4
111097194,2
111097485,2
111098373,4
111098499,2
111099001,2
111099738,2
111099935,4
111100806,6
111102116,4
111105957,3
111105960,3
111105962,3
111106275,3
111107321,2
111107355,2
111107683,2
111107698,2
111107913,2
111109359,3
111109434,2
111110347,2
111110466,2
111111640,4
111115754,4
111115770,2
111116156,4
111116274,4
111116886,3
111117022,4
111117280,2
111118182,4
111118486,6
111123974,3
111124173,4
111124813,4
111125128,2
111126469,2
111126765,3
111127369,2
111128350,3
111129145,3
111131849,5
111133204,3
111135380,4
111135673,2
111136217,4
111136310,2
111136311,2
111136322,2
111136326,2
111136860,2
111136905,2
111137993,3
111138040,6
111138607,2
111139022,2
111139456,4
111140720,6
111142708,3
111143756,2
111143852,2
111143910,4
111144125,4
111144466,5
111144820,4
111144867,2
111146703,2
111147149,2
111147189,4
111147191,4
111148080,4
111150990,2
111151707,5
111151853,4
111151910,4
111153007,2
111153346,2
111154042,3
111157181,2
111157366,2
111161788,6
111163591,2
111164139,2
111164181,2
111164495,2
111165385,4
111165691,2
111165693,2
111166312,4
111166354,2
111166470,6
111167870,3
111168836,4
111169148,2
111170748,4
111171436,4
111171984,6
111171986,4
111172912,4
111175748,2
111176127,2
111177339,4
111177712,4
111178013,2
111178087,2
111178216,4
111178266,2
111179046,2
111181305,4
111181809,2
111181811,2
111185415,2
111186908,3
111187073,2
111187745,4
111187782,4
111187789,2
111187880,2
111188737,2
111188826,4
111190240,4
111190670,6
111190687,2
111193818,4
111193876,4
111194198,2
111194847,6
111194968,2
111195278,6
111196418,5
111200159,2
111200171,3
111200173,3
111200562,2
111200660,2
111206781,5
111207085,2
111208505,5
111209293,3
111209694,3
111209911,5
111210852,2
111210976,2
111211135,2
111211506,4
111213886,2
111213964,2
111214387,2
111215272,2
111215662,2
111215771,4
111219989,2
111220146,2
111220220,2
111221244,6
111221315,2
111221387,6
111221422,4
111221528,4
111222111,5
111223429,2
111224478,2
111226113,5
111226286,2
111226428,2
111227973,2
111228326,4
111228546,4
111228553,4
111228557,2
111229096,4
111229097,4
111229586,2
111230038,2
111230125,2
111230128,4
111235145,4
112007538,6
112009443,4
112013328,3
112014689,4
112017358,2
112018829,6
112020636,6
112021988,4
112022700,4
112026732,6
112027457,3
112041247,6
112042391,5
112049396,4
112053300,3
112058509,2
112059281,4
112061466,2
112063430,5
112064818,5
112066751,4
112068235,2
112070258,4
112070762,2
112070763,6
112070828,4
112071266,4
112071314,2
112073495,2
112074232,4
112074884,4
112075923,4
112075954,5
112076842,2
112080286,3
112080826,4
112080957,2
112080958,4
112080959,2
112081229,2
112081248,2
112081293,2
112082513,4
112083245,2
112083618,4
112087619,4
112087841,2
112091701,2
112091976,2
112092238,2
112093567,6
112093849,5
112096839,4
112098422,4
112098499,2
112103081,3
112106744,2
112106773,5
112107576,4
112107588,4
112107985,4
112108221,4
112108260,2
112108319,6
112108509,3
112109622,4
112109692,2
112110128,4
112113741,2
112117886,2
112118944,2
112119293,3
112121234,2
112122474,2
112132259,4
112132511,3
112133021,3
112133879,2
112133882,4
112133928,4
112133994,4
112134378,5
112134564,2
112135832,1
112135856,2
112136102,4
112136183,5
112137948,2
112138650,4
112138683,4
112140015,2
112141882,4
112151891,2
112152594,2
112153105,4
112153150,2
112153180,4
112153372,2
112156281,5
112157049,2
112158528,4
112159484,6
112159782,5
112160715,5
112162353,3
112163449,6
112164450,2
112165810,4
112167057,2
112167060,2
112169096,2
112169176,2
112169403,3
112171394,5
112171608,2
112171869,4
112173799,4
112173808,4
112177924,2
112178051,2
112179318,6
112180620,6
112184677,3
112184960,2
112185732,3
112185756,4
112185758,4
112185819,2
112186607,6
112187288,6
112190214,2
112194771,3
112194925,4
112195150,4
112196491,2
112196783,3
112197033,3
112197034,3
112197072,6
112197074,2
112197428,3
112197951,2
112198424,2
112198432,2
112202141,4
112202583,4
112206809,2
112209501,4
112213034,6
112213416,3
112214196,2
112215249,2
112216405,4
112220644,6
112225878,4
112228604,3
112229431,2
112229729,5
112230524,4
112235245,5
112235985,2
112237666,2
112237670,4
112237671,2
112238382,6
112238383,6
112238390,2
112239681,5
112244296,2
112244738,6
112246659,2
112247331,5
112247538,2
112248018,2
112248101,2
112250303,2
112250869,2
112250884,2
112251059,3
112251527,2
112251528,4
112251818,2
112252174,2
112253768,2
112254165,2
113002107,5
113003795,5
113003850,4
113007821,2
113010872,4
113012598,2
113014379,4
113015175,5
113020462,2
113021847,4
113023462,3
113027004,4
113027769,4
113029764,2
113030227,6
113031640,5
113032909,2
113033294,4
113034898,2
113038327,4
113039361,4
113039364,4
113042665,4
113043160,2
113043166,2
113043627,2
113047491,4
113047769,5
113049405,4
113056082,4
113056390,4
113062038,4
113066898,4
113071135,2
113074173,2
113076064,3
113076301,2
113076346,4
113076402,2
113077503,4
113082228,5
113084421,2
113092599,2
113092692,2
113093122,2
113095240,4
113096146,2
113097770,2
113100880,2
113101028,4
113102063,2
113102525,2
113103576,2
113107001,2
113107002,2
113109367,3
113109650,2
113115617,2
113118400,2
113118886,2
113120859,2
113123171,4
113123173,2
113124180,3
113126067,5
113126156,4
113126651,4
113126668,2
113132927,2
113135294,6
113135661,3
113135800,2
113135817,2
113137018,4
113137673,6
113148040,2
113148526,2
113152333,2
113158791,2
113161382,4
113163249,3
113163269,2
113163271,2
114001839,4
114007072,4
114018166,4
114018879,5
114021220,2
114021228,2
114021295,2
114021305,4
114028251,6
114031475,2
114038670,2
114040906,2
114045219,4
114050173,4
114053610,4
114055915,4
114056436,2
114057829,4
114057915,2
114057941,2
114068247,3
114068259,5
114068264,5
114069069,5
114077130,2
114077133,2
114079660,2
114084791,2
114095327,6
114095494,4
114097257,2
114101192,4
114103298,2
114103846,4
114104294,2
114104953,2
114111184,3
114116721,2
114116976,2
114117123,6
114120525,2
114126768,2
114130314,4
114136278,5
114143669,2
114145076,4
114145401,2
114146282,4
114147875,4
114149172,3
114149323,5
114149681,2
114154553,2
114156306,2
114159120,2
114160120,4
114164886,6
114167217,2
114167706,4
114168615,2
114170011,4
114170748,4
114171853,6
115001473,4
115002402,2
115013420,2
115014787,5
115015234,4
115019226,2
115022599,2
115022828,5
115024350,6
115024601,4
115025363,2
115031258,3
115032828,3
115036312,2
115046898,5
115060082,4
115060973,5
115062009,2
115064980,4
115075193,2
115077590,5
115082214,6
115084879,5
115088786,2
115088787,2
115089731,2
115092690,5
115094151,2
115097227,5
115102047,5
115102327,4
115102736,3
115102894,4
115103832,2
115103979,6
115104129,6
115112375,4
115113980,4
115115180,6
115117462,4
115118486,3
115125746,3
115132592,4
115132912,2
115141094,2
115143134,3
115144683,5
115146033,2
115147494,2
115148178,2
115156049,2
115161362,5
115161950,2
115165439,2
115170172,2
115170957,3
115173725,2
115173972,2
115182731,2
115186561,2
115188377,4
115191103,2
115191119,5
115200079,2
116001394,4
116008810,2
116010517,5
116010752,4
116021254,4
116021268,4
116021272,4
116021835,2
116022856,5
116023294,2
116023961,2
116023974,2
116025381,5
116027626,2
116029713,2
116031985,4
116035046,2
116035459,2
116036015,2
116038598,2
116038788,4
116047028,4
116047430,2
116048397,2
116048648,2
116049469,6
116050379,4
116053285,2
116053886,2
116056839,2
116062206,2
116063137,5
116063150,4
116063356,2
116063401,2
116066621,4
116067235,2
116067872,2
116068266,2
116068419,3
116069231,4
116069238,4
116069255,2
116072319,2
116075746,6
116077240,5
116078879,2
116088272,6
116089405,4
116090991,2
116091603,4
116091715,3
116094223,3
116094480,6
116095573,2
116096013,2
116096524,6
116096947,2
116098268,2
116098789,2
116099603,2
116101317,3
116104193,5
116105396,6
116106298,2
116108249,3
116108538,4
116109272,2
116109985,4
116110332,4
116110475,6
116110724,4
116111282,4
116111293,2
116112506,4
116112673,2
116112962,2
116114130,3
116114147,3
116114160,3
116115014,2
116115361,2
116117986,4
116120055,2
116120585,2
116120708,2
116123101,4
116123129,2
116123185,2
116123337,2
116123598,2
116123606,2
116123738,2
116123888,2
116123976,2
116124545,4
116124645,4
116124650,2
116124891,4
116125419,2
116125601,4
116125748,4
116125792,4
116125872,4
116125964,2
116127900,5
116128482,2
116128501,2
116129470,4
116129755,4
116131814,2
116132588,3
116133882,2
116135096,3
116135899,2
116135926,2
116135928,2
116138170,2
116139065,2
116139181,2
116139182,2
116139213,4
116139391,4
116139456,4
116139467,2
116139578,6
116139722,2
116139904,2
116142391,2
116143325,2
116144103,2
116145002,2
116145124,2
116145839,6
116145858,4
116145873,2
116146770,2
116148463,2
116148467,2
116151035,2
116151447,2
116151511,4
116151534,5
116151642,3
116152212,2
116152480,2
116152562,2
116152573,4
116153214,2
116153215,2
116153230,2
116153263,4
116154764,3
116154771,3
116154828,4
116155218,5
116155460,2
116155467,2
116155725,2
116156383,2
116156395,2
116157729,2
116158008,6
116158544,2
116158713,2
116158896,2
116162134,4
116163027,4
116163075,2
116163076,2
116164454,2
116165721,2
116165762,2
116167544,2
116167702,2
116167706,2
116167740,2
116168321,2
116169287,2
116169892,2
116172355,2
116172446,4
116173458,2
116173520,4
116175714,4
116176411,2
116179068,4
116179113,2
116179454,4
116179621,2
116179684,2
116179696,4
116179918,4
116179928,2
116180555,6
116180683,6
116181638,2
116182341,2
116182574,2
116182886,2
116183459,4
116183464,2
116183676,2
116184065,5
116184454,6
116184456,6
116185568,4
116185739,2
116185973,2
116186301,4
116187857,2
116188425,2
116188630,2
116188932,4
116189203,2
116189236,2
116189255,2
116189880,2
116192461,4
116192571,2
116193992,2
116194607,2
116199063,2
116199377,2
116199480,2
116204996,3
116205537,2
116206593,2
116216027,2
116250327,4
116250691,4
116251880,2
116252082,3
116252399,2
116253505,2
116253669,4
116253766,2
116254005,2
116254088,6
116254317,2
116254320,2
116254732,2
116254733,2
116254824,2
116255233,2
116255236,2
116255248,2
116255757,4
116255839,2
116255902,2
116255982,2
116256365,2
116256849,6
116257443,4
116258418,4
116258439,4
116261167,2
116261168,2
116261347,2
116262420,6
116262550,2
116263291,4
116264063,2
116264423,2
116264562,2
116264563,2
116267452,2
116268196,3
116270640,4
116274380,2
116275112,2
116275877,2
116275878,2
116275942,2
116276266,2
116276461,2
116277435,2
116277548,4
116278067,4
116278136,2
116278419,2
116278522,2
116279271,2
116279547,4
116279817,2
116279818,2
116280044,6
116280073,2
116280074,2
116280075,2
116280460,3
116280581,2
116280629,4
116280679,2
116280706,4
116280707,4
116280776,2
116280898,2
116280946,4
116280953,3
116281178,3
116281444,2
116281583,2
116281597,2
116281610,2
116281712,2
116281719,2
116281720,2
116282685,6
116282812,4
116283039,2
116283890,2
116286405,4
116287108,5
116287138,2
116287923,2
116287941,2
116287983,2
116288267,5
116288269,2
116288494,2
116288697,2
116288994,2
116289197,2
116289254,2
116289376,4
116289400,2
116292386,2
116293589,4
116294395,3
116294548,2
116294614,2
116294640,4
116296721,2
116297272,2
116297357,4
116298078,2
116298089,4
116298552,2
116298727,4
116301808,2
116303809,5
116304029,4
116304034,2
116304348,4
116304352,2
116304907,2
116306025,4
116306109,2
116310151,2
116310335,2
116310420,2
116310421,2
116310651,2
116310652,2
116310653,4
116310690,2
116310714,2
116311103,3
116311711,2
116311866,3
116312200,2
116312254,2
116312723,2
116313176,2
116314914,4
116315260,2
116315691,2
116316028,2
116316032,4
116316221,2
116316397,2
116316399,2
116316400,2
116316428,2
116316430,2
116316450,2
116316613,3
116316994,2
116317082,2
116317287,2
116317660,2
116317731,2
116317829,2
116318699,2
116318735,2
116319113,2
116319118,2
116319497,6
116319725,4
116319728,2
116321903,2
116321916,2
116322652,4
116323025,4
116323066,4
116323079,2
116323127,3
116323196,2
116323345,2
116323382,2
116323478,2
116323534,2
116323768,2
116323784,2
116323807,2
116323930,2
116323931,2
116323932,2
116324110,2
116324187,4
116324189,2
116324348,2
116324381,4
116324405,4
116324438,2
116324720,4
116324724,2
116324769,2
116325077,3
116325260,2
116325660,2
116325709,2
116325888,2
116327259,2
116327693,2
116327694,2
116328024,2
116330419,4
116330591,2
116333093,2
116333157,2
116334192,4
116334552,4
116334594,2
116334829,2
116335433,4
116336015,2
116336315,4
116336361,2
116336362,2
116336452,3
116336680,2
116337086,4
116337087,4
116337214,2
116337756,2
116341005,2
116341646,2
116341741,6
116342346,4
116342416,2
116342705,4
116342795,2
116343824,4
116343927,2
116344174,2
116344280,2
116344450,2
116344494,2
116344744,2
116344993,2
116344994,2
116347748,4
116347840,4
116347884,2
116349167,2
116349330,2
116349574,2
116350942,2
116353237,2
116353271,2
116353275,2
116353811,2
116354139,2
116357961,2
116358228,4
116358229,4
116358476,2
116358696,2
116358892,6
116358924,2
116359270,2
116359279,6
116359339,2
116360281,2
116361775,6
116362633,4
116362931,2
116363171,2
116363915,2
116363917,2
116364162,5
116365065,6
116367590,2
116367918,2
116368127,5
116368365,2
116368390,2
116368436,2
116368499,6
116368898,2
116368946,2
116369014,2
116369284,2
116369330,6
116369333,6
116369393,4
116369417,2
116369418,2
116369446,2
116369530,2
116369923,2
116369951,2
116371112,4
116371345,2
116372029,2
116372612,5
116372809,2
116372978,2
116372997,2
116373072,4
116373154,6
116373461,2
116374115,2
116374125,4
116375263,4
116375731,4
116376158,3
116376165,2
116376756,2
116377191,2
116378317,2
116378427,2
116379447,2
116379930,6
116382189,4
116382530,2
116383859,4
116384737,2
116385012,4
116385080,2
116385803,4
116386033,2
116386034,2
116386119,2
116386408,2
116386732,2
116387071,2
116387525,2
116387629,2
116387637,6
116388788,5
116389003,2
116389256,5
116389293,2
116389382,2
116389865,2
116389989,2
116391481,2
116391891,2
116391952,2
116394493,2
116394498,2
116395023,2
116395157,6
116395179,2
116395287,3
116395458,4
116395536,6
116396359,4
116397028,2
116398245,2
116398483,2
116398828,2
116400160,4
116400370,2
116400408,4
116400691,2
116400893,2
116406030,5
116406236,2
116406737,4
120012970,2
120015885,2
120019155,2
120034162,2
120038032,2
120073780,4
120136562,4
120147794,3
120150548,6
120153059,2
120162278,2
120164947,2
120181138,2
120197604,4
120209462,2
120216099,2
120223310,4
120246876,2
120258834,5
120275176,4
120298461,3
120310091,4
120320497,2
120330413,2
120343685,4
120343733,2
120351469,2
120355806,2
120364883,2
120377619,3
120382095,4
120385535,2
120390822,3
120395429,2
120399760,2
120399818,2
120422663,6
120423507,2
120429129,4
120456070,2
120458828,2
120467250,2
120468903,2
120472824,2
120476866,2
120492015,4
120494432,3
120494532,2
120496144,4
120496283,2
120525891,2
120533771,2
120536266,4
120547228,2
120568086,3
120569940,4
120586050,2
120597118,2
120603536,4
120604211,4
120615284,2
120616166,2
120624005,3
120631199,2
120633479,2
120646706,2
120646827,4
120651526,2
120652542,2
120658212,4
120666364,2
120681095,2
120682937,2
120690176,2
120691404,4
120694488,4
120709070,6
120721914,2
120730058,2
120735646,4
120736991,5
120754631,2
120768512,4
120770340,2
120784070,2
120786273,4
120804099,2
120804228,5
120820748,2
120851702,2
120856254,2
120859409,4
120865653,2
120866425,2
120875268,2
120875622,2
120888294,2
120891581,4
120921355,2
120929178,5
120936281,4
120945613,2
120947628,2
120950734,2
120968285,4
120974311,2
120975031,2
120975120,2
120984286,2
120986061,4
121020276,2
121021117,2
121023086,2
121024624,4
121025350,2
121025582,2
121046717,2
121047759,2
121051283,2
121070254,2
121072613,3
121080068,6
121091260,2
121097898,4
121113305,4
121114376,6
121131699,2
121159294,2
121161530,2
121174050,4
121190841,4
121206989,5
121209392,4
121221845,6
121227058,2
121235314,4
121237969,4
121246619,3
121250749,2
121252129,2
121290700,4
121295860,4
121308857,2
121311484,4
121313622,6
121319815,2
121320803,2
121322581,6
121334771,4
121366308,4
121366941,4
121367335,2
121417618,2
121424403,2
121430968,3
121449663,4
121472043,2
121499764,2
121500936,2
121534586,2
121542451,2
121547923,2
121553389,2
121554174,4
121578084,2
121586451,5
121595375,4
121624950,2
121644030,5
121675536,4
121688674,2
121703480,5
121708976,2
121711004,2
121722047,2
121723263,5
121726869,4
121732228,2
121734139,2
121751212,3
121785142,2
121790604,2
121792198,2
121792295,2
121800460,2
121812239,2
121816066,2
121820561,6
121835309,2
121838223,2
121841603,2
121846500,6
121858711,2
121866758,4
121875659,2
121877140,2
121884639,2
121884644,4
121885927,2
121887767,2
121890439,2
121895388,2
121898632,4
121903835,2
121906696,4
121916456,4
121940102,4
121940833,3
121947657,4
121962979,2
121986240,2
121993523,4
122008389,4
122008998,2
122040283,2
122048434,4
122052369,4
122070940,6
122078573,2
122087156,2
122104104,2
122106150,4
122130376,2
122136355,5
122137843,5
122160109,2
122160206,2
122165674,2
122168350,6
122172449,3
122179442,4
122197921,2
122209887,6
122212587,2
122216869,2
122221527,5
122238022,2
122249629,2
122255238,4
122260332,2
122271704,4
122291861,4
122295370,2
122306402,5
122311198,2
122321010,4
122325838,2
122326769,4
122327316,5
122334494,2
122343278,5
122376344,2
122381005,2
122382250,2
122382770,4
122389435,2
122397595,2
122405803,2
122437712,2
122450292,2
122482252,4
122502008,6
122508797,4
122515938,2
122521987,2
122523677,4
122528716,4
122571075,2
122577057,2
122582484,5
122584416,2
122590253,2
122600488,2
122604811,2
122613863,4
122623318,2
122627946,3
122637988,3
122693552,2
122701007,2
122701665,4
122707750,2
122710054,2
122712881,3
122728379,4
122736730,2
122736840,6
122758345,5
122758424,6
122775708,4
122776203,2
122781935,2
122798628,2
122806196,2
122822238,2
122830080,2
122837149,4
122843839,5
122857502,6
122861155,4
122862999,3
122911331,4
122915866,2
122931340,6
122947675,4
122969356,2
122976020,2
122976642,4
122984939,2
122987876,3
123001829,5
123005490,5
123024634,4
123031563,2
123040056,6
123047117,4
123065462,2
123095736,2
123106409,4
123107325,2
123119886,2
123145508,4
123161933,2
123171161,6
123183378,4
123188068,3
123195162,2
123197167,2
123204212,2
123204491,2
123223391,6
123224612,4
123247207,4
123259986,4
123272926,3
123298223,2
123304857,4
123316175,2
123321520,2
123339764,2
123350688,3
123350850,2
123354117,2
123374023,2
123397052,2
123416218,2
123419360,2
123424936,4
123445005,2
123461943,2
123469010,4
123481812,2
123498037,2
123498538,6
123513475,6
123529401,3
123549229,4
123580046,4
123591213,2
123640642,2
123641097,4
123647687,4
123650761,2
123657229,2
123667648,2
123711688,2
123713725,4
123715400,2
123826274,2
123829229,2
123853097,4
123859953,2
123862863,4
123863294,2
123878882,2
123890470,2
123909044,6
123919464,5
123924836,2
123930293,2
123930535,2
123938136,4
123970574,2
123975389,2
123981391,4
124011688,2
124035915,2
124041924,2
124141363,2
124187177,2
124200235,3
124213541,2
124220196,4
124236894,2
124238843,4
124290828,2
124300046,2
124300224,2
124312121,2
124323407,4
124350527,2
124363674,3
124391446,2
124395839,2
124401654,5
124405688,2
124410851,2
124422892,2
124426703,4
124458264,5
124471415,4
124480114,2
124482358,2
124491493,2
124492945,2
124546989,2
124577543,2
124579014,3
124583327,2
124587288,2
124596634,2
124610599,2
124631458,4
124643522,4
124661618,2
